Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_11_135,VGND,li1,68.3100,43.5200,0.000329
FILLER_11_126,VGND,li1,63.7100,43.5200,0.000309
FILLER_11_120,VGND,li1,62.1000,43.5200,0.000297
FILLER_11_108,VGND,li1,56.1200,43.5200,0.000277
FILLER_11_90,VGND,li1,47.6100,43.5200,0.000239
FILLER_11_55,VGND,li1,31.0500,43.5200,0.000142
FILLER_11_45,VGND,li1,26.4500,43.5200,0.000100
FILLER_11_11,VGND,li1,11.0400,43.5200,0.000106
FILLER_11_3,VGND,li1,8.7400,43.5200,0.000106
FILLER_10_186,VGND,li1,92.0000,38.0800,0.000206
FILLER_10_175,VGND,li1,86.7100,38.0800,0.000201
FILLER_10_167,VGND,li1,84.1800,38.0800,0.000196
FILLER_10_150,VGND,li1,74.7500,38.0800,0.000185
FILLER_10_137,VGND,li1,69.2300,38.0800,0.000175
FILLER_10_117,VGND,li1,60.2600,38.0800,0.000153
FILLER_10_85,VGND,li1,46.0000,38.0800,0.000117
FILLER_10_81,VGND,li1,43.4700,38.0800,0.000110
FILLER_10_64,VGND,li1,35.1900,38.0800,0.000079
FILLER_10_60,VGND,li1,34.0400,38.0800,0.000079
FILLER_10_38,VGND,li1,24.3800,38.0800,0.000047
FILLER_10_15,VGND,li1,13.3400,38.0800,0.000048
FILLER_10_3,VGND,li1,9.6600,38.0800,0.000048
FILLER_9_215,VGND,li1,104.6500,38.0800,0.000214
FILLER_9_169,VGND,li1,84.6400,38.0800,0.000199
FILLER_9_167,VGND,li1,82.5700,38.0800,0.000196
FILLER_9_113,VGND,li1,57.7300,38.0800,0.000146
FILLER_9_108,VGND,li1,56.1200,38.0800,0.000146
FILLER_9_90,VGND,li1,47.3800,38.0800,0.000117
FILLER_9_57,VGND,li1,32.4300,38.0800,0.000070
FILLER_9_36,VGND,li1,23.0000,38.0800,0.000047
FILLER_9_19,VGND,li1,14.4900,38.0800,0.000048
FILLER_9_15,VGND,li1,13.3400,38.0800,0.000048
FILLER_9_3,VGND,li1,9.6600,38.0800,0.000048
FILLER_8_204,VGND,li1,100.0500,32.6400,0.000144
FILLER_8_195,VGND,li1,95.4500,32.6400,0.000140
FILLER_8_137,VGND,li1,69.2300,32.6400,0.000114
FILLER_8_85,VGND,li1,45.3100,32.6400,0.000076
FILLER_8_81,VGND,li1,43.4700,32.6400,0.000072
FILLER_8_59,VGND,li1,32.8900,32.6400,0.000050
FILLER_8_49,VGND,li1,28.2900,32.6400,0.000036
FILLER_8_45,VGND,li1,27.1400,32.6400,0.000036
